"","[","objectid","fod_id","fpa_id","source_system_type","source_system","nwcg_reporting_agency","nwcg_reporting_unit_id","nwcg_reporting_unit_name","source_reporting_unit","source_reporting_unit_name","local_fire_report_id","local_incident_id","fire_code","fire_name","ics_209_incident_number","ics_209_name","mtbs_id","mtbs_fire_name","complex_name","fire_year","discovery_date","discovery_doy","discovery_time","stat_cause_code","stat_cause_descr","cont_date","cont_doy","cont_time","fire_size","fire_size_class","latitude","longitude","owner_code","owner_descr","state","county","fips_code","fips_name","cause","date","plot_date","duration_days"
"825",NA,"1111957","1354260","CDF_1992_54_2215_653","NONFED","ST-CACDF","ST/C&L","USCABTU","Butte Unit","CABTU","Butte Unit",NA,"653",NA,"VILLA",NA,NA,"CA3936312151419920925","VILLA",NA,"1992",1992-09-25,"269",NA,2,"Equipment Use",NA,NA,NA,6700,"G",39.42888888,-121.65888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1992-09-25,2017-09-25,NA
"826",NA,"1112347","1354980","CDF_2008_54_2216_009807","NONFED","ST-CACDF","ST/C&L","USCALMU","Lassen-Modoc Unit","CALMU","Lassen-Modoc Unit",NA,"009807",NA,"CAMP","CA-BTU-007660","BTU Lightning Complex","CA3985212144420080814","BTU LIGHTNING COMPLEX (LONG BRANCH-JACK)","BTU LIGHTNING COMPLEX","2008",2008-08-13,"226",NA,1,"Lightning",NA,NA,NA,47647,"G",39.88,-121.38305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-08-13,2017-08-13,NA
"827",NA,"1112419","1355090","CDF_1992_54_2216_281","NONFED","ST-CACDF","ST/C&L","USCALMU","Lassen-Modoc Unit","CALMU","Lassen-Modoc Unit",NA,"281",NA,"MUD",NA,NA,NA,NA,NA,"1992",1992-08-12,"225",NA,1,"Lightning",NA,NA,NA,1485,"F",40.83888888,-120.89194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1992-08-12,2017-08-12,NA
"828",NA,"1112662","1355370","CDF_1996_54_2216_300","NONFED","ST-CACDF","ST/C&L","USCALMU","Lassen-Modoc Unit","CALMU","Lassen-Modoc Unit",NA,"300",NA,"LIGHTNING #83",NA,NA,"CA4085712092119960816","DIXIE FIRE",NA,"1996",1996-08-16,"229",NA,1,"Lightning",NA,NA,NA,1300,"F",40.86805555,-120.94888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1996-08-16,2017-08-16,NA
"829",NA,"1113303","1356400","CDF_2009_54_2217_001694","NONFED","ST-CACDF","ST/C&L","USCANEU","Nevada-Yuba-Placer Unit","CANEU","Nevada-Yuba-Placer Unit",NA,"001694",NA,NA,NA,NA,NA,NA,NA,"2009",2009-08-15,"227",NA,9,"Miscellaneous",NA,NA,NA,2600,"F",39.305,-121.18,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2009-08-15,2017-08-15,NA
"830",NA,"1114212","1357580","CDF_1992_53_2211_196","NONFED","ST-CACDF","ST/C&L","USCALNU","Sonoma-Lake Napa Unit","CALNU","Sonoma-Lake Napa Unit",NA,"196",NA,"LIGHTNING NO.1",NA,NA,"CA3923312230719920921","LIGHTENING FIRE",NA,"1992",1992-06-24,"176",NA,2,"Equipment Use",NA,NA,NA,2150,"F",39.22611111,-122.32888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1992-06-24,2017-06-24,NA
"831",NA,"1116420","1360320","CDF_1992_54_2217_651","NONFED","ST-CACDF","ST/C&L","USCANEU","Nevada-Yuba-Placer Unit","CANEU","Nevada-Yuba-Placer Unit",NA,"651",NA,"LINCOLN",NA,NA,NA,NA,NA,"1992",1992-08-19,"232",NA,2,"Equipment Use",NA,NA,NA,1600,"F",38.91888888,-121.29305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1992-08-19,2017-08-19,NA
"832",NA,"1118434","1362750","CDF_2009_54_2218_000253","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"000253",NA,NA,NA,NA,NA,NA,NA,"2009",2009-04-17,"107",NA,9,"Miscellaneous",NA,NA,NA,3060,"F",40.795,-121.94111111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2009-04-17,2017-04-17,NA
"833",NA,"1118609","1363030","CDF_2008_54_2218_004711","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"004711",NA,"STA 57 ONO CDF IGO 2","CA-SHU-004727","SHU LIGHTNING COMPLEX","CA4054612266320080621","SHU LIGHTNING COMPLEX (MOON)","SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,4000,"F",40.45388888,-122.63305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"834",NA,"1118613","1363040","CDF_2008_54_2218_004733","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"004733",NA,"WHITMORE RD / OLD COW C 2",NA,NA,NA,NA,NA,"2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,2054,"F",40.62305555,-121.955,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"835",NA,"1118846","1363350","CDF_1999_54_2218_556","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"556",NA,"ROCK #4",NA,NA,NA,NA,NA,"1999",1999-08-23,"235",NA,1,"Lightning",NA,NA,NA,1400,"F",40.43888888,-121.87,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1999-08-23,2017-08-23,NA
"836",NA,"1118850","1363370","CDF_2008_54_2218_5822","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5822",NA,"IGO 15","CA-SHU-004727","SHU LIGHTNING COMPLEX",NA,NA,"SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,1200,"F",40.51194444,-122.81194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"837",NA,"1118851","1363370","CDF_2008_54_2218_5826","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5826",NA,"IGO 16","CA-SHU-004727","SHU LIGHTNING COMPLEX","CA4045212284620080621","SHU LIGHTNING COMPLEX (DEERLICK)","SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,4800,"F",40.46694444,-122.83,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"838",NA,"1118852","1363370","CDF_2008_54_2218_5827","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5827",NA,"IGO 17","CA-SHU-004727","SHU LIGHTNING COMPLEX","CA4054612266320080621","SHU LIGHTNING COMPLEX (MOON)","SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,2400,"F",40.555,-122.70194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"839",NA,"1118853","1363370","CDF_2008_54_2218_5829","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5829",NA,"IGO 18","CA-SHU-004727","SHU LIGHTNING COMPLEX","CA4054612266320080621","SHU LIGHTNING COMPLEX (MOON)","SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,4200,"F",40.51,-122.775,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"840",NA,"1118854","1363380","CDF_2008_54_2218_5835","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5835",NA,"LAKEHEAD","CA-SHU-004727","SHU LIGHTNING COMPLEX","CA4069812251020080622","SHU LIGHTNING COMPLEX (MOTION)","SHU LIGHTNING COMPLEX 2008","2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,27936,"G",40.67305555,-122.47388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"841",NA,"1118895","1363450","CDF_2008_54_2218_5566","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"5566",NA,"EO2A",NA,NA,NA,NA,NA,"2008",2008-06-21,"173",NA,1,"Lightning",NA,NA,NA,1200,"F",40.74,-122.10694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",2008-06-21,2017-06-21,NA
"842",NA,"1118900","1363460","CDF_2003_54_2218_011176","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"011176",NA,"WHITMORE","CA-SHU-011176","WHITMORE","CA4063112184820031027","WHITMORE",NA,"2003",2003-10-27,"300",NA,4,"Campfire",NA,NA,NA,1200,"F",40.64194444,-121.82805555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2003-10-27,2017-10-27,NA
"843",NA,"1119638","1364450","CDF_1994_54_2218_571","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"571",NA,"OAK RUN",NA,NA,NA,NA,NA,"1994",1994-09-05,"248",NA,7,"Arson",NA,NA,NA,1200,"F",40.61611111,-122.11611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-09-05,2017-09-05,NA
"844",NA,"1120153","1365120","CDF_1994_54_2218_338","NONFED","ST-CACDF","ST/C&L","USCASHU","Shasta-Trinity Unit","CASHU","Shasta-Trinity Unit",NA,"338",NA,"BROWNS",NA,NA,"CA4072112286319940712","BROWNS",NA,"1994",1994-07-12,"193",NA,2,"Equipment Use",NA,NA,NA,3300,"F",40.73111111,-122.89194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-07-12,2017-07-12,NA
"845",NA,"1122777","1368540","CDF_2006_54_2219_003583","NONFED","ST-CACDF","ST/C&L","USCASKU","Siskiyou Unit","CASKU","Siskiyou Unit",NA,"003583",NA,"HOY","CA-SKU-003583","HOY","CA4148712239720060726","HOY",NA,"2006",2006-07-26,"207",NA,2,"Equipment Use",NA,NA,NA,1283,"F",41.47305555,-122.39111111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2006-07-26,2017-07-26,NA
"846",NA,"1123236","1369080","CDF_1992_54_2220_151","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"151",NA,"HOG #2",NA,NA,"CA4022112203419920717","HOG #2",NA,"1992",1992-07-17,"199",NA,1,"Lightning",NA,NA,NA,1310,"F",40.22194444,-122.07611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1992-07-17,2017-07-17,NA
"847",NA,"1123304","1369160","CDF_1999_54_2220_217","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"217",NA,"SPRING",NA,NA,"CA4038412209519990823","SPRING",NA,"1999",1999-08-23,"235",NA,1,"Lightning",NA,NA,NA,6140,"G",40.38194444,-122.13111111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1999-08-23,2017-08-23,NA
"848",NA,"1123305","1369170","CDF_1999_54_2220_223","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"223",NA,"PASKENTA",NA,NA,"CA4014112227019990823","PASKENTA",NA,"1999",1999-08-23,"235",NA,1,"Lightning",NA,NA,NA,1140,"F",40.15,-122.28388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Natural",1999-08-23,2017-08-23,NA
"849",NA,"1123591","1369490","CDF_2008_54_2220_003102","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"003102",NA,"COLYEAR SPRINGS RD / RAGL","CA-TGU-003102","COLYEAR","CA4007812267920080506","COLYEAR",NA,"2008",2008-05-06,"127",NA,5,"Debris Burning",NA,NA,NA,1331,"F",40.06611111,-122.745,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2008-05-06,2017-05-06,NA
"850",NA,"1123879","1369800","CDF_1997_54_2220_233","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"233",NA,"PONDEROSA",NA,NA,NA,NA,NA,"1997",1997-09-27,"270",NA,7,"Arson",NA,NA,NA,1100,"F",40.33805555,-121.77,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1997-09-27,2017-09-27,NA
"851",NA,"1124159","1370120","CDF_2005_54_2220_004980","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"004980",NA,"36-2","CA-TGU-004980","36","CA4030012273420050810","36",NA,"2005",2005-08-10,"222",NA,2,"Equipment Use",NA,NA,NA,2700,"F",40.32111111,-122.81194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2005-08-10,2017-08-10,NA
"852",NA,"1124648","1370650","CDF_1998_54_2220_14089","NONFED","ST-CACDF","ST/C&L","USCATGU","Tehama-Glenn Unit","CATGU","Tehama-Glenn Unit",NA,"14089",NA,"MANTON",NA,NA,"CA4036812200519980802","MANTON #3",NA,"1998",1998-08-01,"213",NA,2,"Equipment Use",NA,NA,NA,2100,"F",40.38111111,-122.01694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1998-08-01,2017-08-01,NA
"853",NA,"1126114","1372430","CDF_2005_55_2221_006148","NONFED","ST-CACDF","ST/C&L","USCABDU","San Bernardino Unit","CABDU","CDF - San Bernardino Unit",NA,"006148",NA,"PIONEER","CA-BDU-6148","Pioneer","CA3417711650220050619","PIONEER",NA,"2005",2005-06-18,"169",NA,9,"Miscellaneous",NA,NA,NA,1876,"F",34.15694444,-116.50194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2005-06-18,2017-06-18,NA
"854",NA,"1127575","1374210","CDF_1995_55_2221_571","NONFED","ST-CACDF","ST/C&L","USCABDU","San Bernardino Unit","CABDU","CDF - San Bernardino Unit",NA,"571",NA,"PILGRIM",NA,NA,"CA3400611721219950721","PILGRIM",NA,"1995",1995-07-21,"202",NA,2,"Equipment Use",NA,NA,NA,2236,"F",34.02611111,-117.21611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-07-21,2017-07-21,NA
"855",NA,"1128588","1375520","CDF_2002_55_2223_001024","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"001024",NA,"GAVILAN","CA-MVU-1024","GAVILAN","CA3339511726820020210","GAVILAN",NA,"2002",2002-02-10,"41",NA,5,"Debris Burning",NA,NA,NA,5763,"G",33.40888888,-117.21888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2002-02-10,2017-02-10,NA
"856",NA,"1129928","1377590","CDF_1993_55_2223_337","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"337",NA,"GRADE",NA,NA,"CA3322211643919930616","GRADE",NA,"1993",1993-06-16,"167",NA,9,"Miscellaneous",NA,NA,NA,1500,"F",33.21805555,-116.45611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1993-06-16,2017-06-16,NA
"857",NA,"1130004","1377670","CDF_1993_55_2223_501","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"501",NA,"OTAY 14",NA,NA,"CA3262011697119930718","UNNAMED",NA,"1993",1993-07-16,"197",NA,9,"Miscellaneous",NA,NA,NA,1200,"F",32.62,-117.02305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1993-07-16,2017-07-16,NA
"858",NA,"1130024","1377690","CDF_1993_55_2223_566","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"566",NA,"OTAY 18",NA,NA,NA,NA,NA,"1993",1993-07-29,"210",NA,5,"Debris Burning",NA,NA,NA,2000,"F",32.59111111,-116.83,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1993-07-29,2017-07-29,NA
"859",NA,"1130840","1378570","CDF_1995_55_2223_799","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"799",NA,"POWAY",NA,NA,"CA3297311695019950831","POWAY",NA,"1995",1995-08-31,"243",NA,7,"Arson",NA,NA,NA,1637,"F",32.98694444,-116.86611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-08-31,2017-08-31,NA
"860",NA,"1130968","1378700","CDF_1996_55_2223_50","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"50",NA,"HONEY",NA,NA,"CA3268311680619960110","HONEY",NA,"1996",1996-01-10,"10",NA,9,"Miscellaneous",NA,NA,NA,3500,"F",32.70888888,-116.745,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-01-10,2017-01-10,NA
"861",NA,"1131078","1378850","CDF_1996_55_2223_382","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"382",NA,"BORREGO",NA,NA,"CA3337411651819960421","SHEEP",NA,"1996",1996-04-21,"112",NA,9,"Miscellaneous",NA,NA,NA,1325,"F",33.37305555,-116.52,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-04-21,2017-04-21,NA
"862",NA,"1131369","1379280","CDF_1996_55_2223_1504","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"1504",NA,"HARMONY",NA,NA,"CA3309511719319961021","HARMONY",NA,"1996",1996-10-21,"295",NA,2,"Equipment Use",NA,NA,NA,5000,"G",33.08694444,-117.14694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-10-21,2017-10-21,NA
"863",NA,"1131370","1379280","CDF_1996_55_2223_1508","NONFED","ST-CACDF","ST/C&L","USCAMVU","Monte Vista Unit","CAMVU","CDF - Monte Vista Unit",NA,"1508",NA,"RINCON #21",NA,NA,NA,NA,NA,"1996",1996-10-21,"295",NA,2,"Equipment Use",NA,NA,NA,1790,"F",33.26305555,-116.95305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-10-21,2017-10-21,NA
"864",NA,"1132763","1381210","CDF_2001_55_2225_042668","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"042668",NA,"WATKINS","CA-RSS-0623","Watkins RRU-42668","CA3396111727920010623","WATKINS",NA,"2001",2001-06-23,"174",NA,7,"Arson",NA,NA,NA,1407,"F",33.96805555,-117.32305555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2001-06-23,2017-06-23,NA
"865",NA,"1132827","1381300","CDF_2001_55_2225_050309","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"050309",NA,"RECHE","CA-RRU-50309","Reche","CA3401911723520010722","RECHE",NA,"2001",2001-07-22,"203",NA,9,"Miscellaneous",NA,NA,NA,1798,"F",33.99694444,-117.14694444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2001-07-22,2017-07-22,NA
"866",NA,"1133386","1382010","CDF_2003_55_2225_015024","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"015024",NA,"LOCAL",NA,NA,NA,NA,NA,"2003",2003-02-23,"54",NA,5,"Debris Burning",NA,NA,NA,12000,"G",33.67805555,-116.20805555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2003-02-23,2017-02-23,NA
"867",NA,"1133518","1382180","CDF_2003_55_2225_056005","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"056005",NA,"LOCAL",NA,NA,NA,NA,NA,"2003",2003-07-22,"203",NA,9,"Miscellaneous",NA,NA,NA,2020,"F",33.925,-116.88611111,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2003-07-22,2017-07-22,NA
"868",NA,"1133554","1382220","CDF_2003_55_2225_063401","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"063401",NA,"LOCUST",NA,NA,"CA3398211716420030818","LOCUST",NA,"2003",2003-08-18,"230",NA,2,"Equipment Use",NA,NA,NA,1898,"F",33.98305555,-117.16388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2003-08-18,2017-08-18,NA
"869",NA,"1134318","1383230","CDF_2005_55_2225_081558","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"081558",NA,"STATE FIRE","CA-RRU-81558","SAN TIMOTEO","CA3397511715020050928","SAN TIMOTEO",NA,"2005",2005-09-28,"271",NA,9,"Miscellaneous",NA,NA,NA,1100,"F",33.98305555,-117.13,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2005-09-28,2017-09-28,NA
"870",NA,"1134721","1383740","CDF_2006_55_2225_079592","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"079592",NA,"ORCHARD","CA-RRU-79592","ORCHARD","CA3398111702120060916","ORCHARD",NA,"2006",2006-09-16,"259",NA,9,"Miscellaneous",NA,NA,NA,1580,"F",33.98305555,-116.99,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2006-09-16,2017-09-16,NA
"871",NA,"1134982","1384050","CDF_2007_55_2225_022254","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"022254",NA,"SIERRA","CA-RRU-022254","SIERRA","CA-RRU-022254-20070311","SIERRA",NA,"2007",2007-03-11,"70",NA,9,"Miscellaneous",NA,NA,NA,1044,"F",33.82888888,-117.46,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",2007-03-11,2017-03-11,NA
"872",NA,"1137518","1387090","CDF_1992_55_2225_1535","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1535",NA,"STATE",NA,NA,NA,NA,NA,"1992",1992-09-27,"271",NA,7,"Arson",NA,NA,NA,1080,"F",33.80805555,-117.49194444,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1992-09-27,2017-09-27,NA
"873",NA,"1138570","1388170","CDF_1993_55_2225_1694","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1694",NA,"BOX",NA,NA,"CA3397611729319931027","BOX SPRINGS",NA,"1993",1993-10-27,"300",NA,9,"Miscellaneous",NA,NA,NA,3500,"F",33.96805555,-117.30388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1993-10-27,2017-10-27,NA
"874",NA,"1138708","1388310","CDF_1994_55_2225_11764","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"11764",NA,"LOCAL",NA,NA,NA,NA,NA,"1994",1994-04-08,"98",NA,9,"Miscellaneous",NA,NA,NA,1400,"F",33.73611111,-116.39888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1994-04-08,2017-04-08,NA
"875",NA,"1139688","1389310","CDF_1995_55_2225_1102","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1102",NA,"STATE 1102 (RECHE)",NA,NA,"CA3398911724519950727","RECHE",NA,"1995",1995-07-27,"208",NA,9,"Miscellaneous",NA,NA,NA,1149,"F",33.98305555,-117.27,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-07-27,2017-07-27,NA
"876",NA,"1139689","1389310","CDF_1995_55_2225_1097","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1097",NA,"STATE",NA,NA,"CA3354111687619950727","STANLEY",NA,"1995",1995-07-27,"208",NA,2,"Equipment Use",NA,NA,NA,5000,"G",33.565,-116.91888888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-07-27,2017-07-27,NA
"877",NA,"1139699","1389320","CDF_1995_55_2225_1127","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1127",NA,"MAYWOOD FIRE",NA,NA,NA,NA,NA,"1995",1995-07-31,"212",NA,9,"Miscellaneous",NA,NA,NA,1100,"F",33.76388888,-117.31805555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1995-07-31,2017-07-31,NA
"878",NA,"1140491","1390140","CDF_1996_55_2225_1102","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1102",NA,"CIRCLE",NA,NA,"CA3389511692519960629","CIRCLE",NA,"1996",1996-06-29,"181",NA,2,"Equipment Use",NA,NA,NA,1200,"F",33.88194444,-116.94805555,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-06-29,2017-06-29,NA
"879",NA,"1140715","1390370","CDF_1996_55_2225_1659","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1659",NA,"STATE",NA,NA,"CA3372911711819960829","DOUBLE",NA,"1996",1996-08-29,"242",NA,7,"Arson",NA,NA,NA,1210,"F",33.72194444,-117.11,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1996-08-29,2017-08-29,NA
"880",NA,"1141063","1390730","CDF_1997_55_2225_621","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"621",NA,"STATE FIRE",NA,NA,"CA3389911715119970509","BEACH",NA,"1997",1997-05-09,"129",NA,9,"Miscellaneous",NA,NA,NA,2400,"F",33.89611111,-117.16388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1997-05-09,2017-05-09,NA
"881",NA,"1141851","1391640","CDF_1998_55_2225_1179","NONFED","ST-CACDF","ST/C&L","USCARRU","Riverside Unit","CARRU","CDF - Riverside Unit",NA,"1179",NA,"STATE 1179",NA,NA,NA,NA,NA,"1998",1998-08-16,"228",NA,2,"Equipment Use",NA,NA,NA,1200,"F",33.83805555,-117.16388888,"14","MISSING/NOT SPECIFIED","CA",NA,NA,NA,"Human",1998-08-16,2017-08-16,NA
